Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
201297GD00204,259190,661260,-4.249287,55.824029,97,3,2,1,07/04/2012,7,14:45:00,926,S12000043,3,728,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GD00206,258580,661650,-4.259219,55.827353,97,3,2,1,03/06/2012,1,12:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GD00207,259280,661350,-4.247898,55.824864,97,3,2,1,05/07/2012,5,15:10:00,926,S12000043,3,728,6,30,0,-1,-1,0,0,0,1,1,1,4,0,1,2,
201297GD00209,258370,661410,-4.262443,55.825136,97,3,1,1,03/09/2012,2,09:15:00,926,S12000043,4,766,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GD00304,257820,659860,-4.270404,55.811059,97,3,4,2,09/04/2012,2,17:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GD00306,258770,660670,-4.255679,55.81861,97,3,2,1,12/06/2012,3,19:00:00,926,S12000043,4,766,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297GD00307,258260,661450,-4.264218,55.825463,97,3,2,1,09/07/2012,2,06:40:00,926,S12000043,4,766,3,30,9,4,6,0,0,0,1,2,2,0,0,1,1,
201297GD00309,259310,660700,-4.247083,55.819037,97,2,2,4,04/09/2012,3,23:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297GD00312,258500,659980,-4.259625,55.812336,97,3,1,1,09/12/2012,1,11:55:00,926,S12000043,6,0,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GD00401,259490,660800,-4.244264,55.819987,97,3,2,1,01/01/2012,1,01:50:00,926,S12000043,4,762,6,30,6,2,6,0,0,4,4,1,2,0,0,1,1,
201297GD00402,257810,659880,-4.270574,55.811235,97,2,1,1,03/02/2012,6,13:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GD00508,260500,660260,-4.22788,55.815432,97,3,1,1,08/08/2012,4,10:30:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,8,1,0,0,1,2,
201297GD00509,258410,661400,-4.2618,55.825058,97,3,2,1,06/09/2012,5,10:30:00,926,S12000043,4,766,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GD00512,259115,660855,-4.250273,55.820371,97,3,2,1,12/12/2012,4,23:00:00,926,S12000043,4,766,6,30,6,2,3,728,0,5,4,1,1,0,0,1,1,
201297GD00602,258460,660860,-4.260721,55.820225,97,3,1,1,04/02/2012,7,19:50:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,8,4,0,0,1,1,
201297GD00606,259780,658480,-4.238443,55.799242,97,3,1,1,16/06/2012,7,12:50:00,926,S12000043,6,0,9,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297GD00704,260120,660340,-4.233981,55.81604,97,3,2,2,19/04/2012,5,17:50:00,926,S12000043,6,0,9,30,6,4,6,0,0,0,1,1,1,0,0,1,2,
201297GD00709,259180,660480,-4.249042,55.817024,97,3,1,1,11/09/2012,3,08:40:00,926,S12000043,6,0,6,30,7,4,4,766,0,0,1,1,2,0,0,1,1,
201297GD00710,257130,661620,-4.282331,55.826656,97,3,1,1,08/10/2012,2,15:10:00,926,S12000043,6,0,6,30,3,4,6,0,1,8,1,1,1,0,0,1,2,
201297GD00801,258710,660670,-4.256636,55.818592,97,3,2,1,11/01/2012,4,16:15:00,926,S12000043,4,762,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297GD00803,259380,660080,-4.245646,55.813491,97,3,2,1,07/03/2012,4,15:00:00,926,S12000043,4,766,3,30,7,4,6,0,0,4,1,1,1,0,0,1,1,
201297GD00805,260960,658780,-4.219788,55.802276,97,3,1,1,09/05/2012,4,09:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GD00806,259660,657830,-4.240021,55.793371,97,3,2,5,21/06/2012,5,17:30:00,926,S12000043,4,759,6,40,0,-1,-1,0,0,0,1,2,2,0,0,2,1,
201297GD00809,259120,660840,-4.250186,55.820238,97,3,2,1,12/09/2012,4,22:30:00,926,S12000043,4,762,6,30,6,2,4,766,0,4,4,1,1,0,0,1,1,
201297GD00907,257920,660010,-4.268888,55.812435,97,2,2,1,18/07/2012,4,08:25:00,926,S12000043,4,762,3,30,3,4,6,0,0,0,1,2,2,0,0,1,1,
201297GD00908,259090,660730,-4.250607,55.819242,97,2,2,1,05/08/2012,1,14:05:00,926,S12000043,4,762,6,30,6,2,4,766,0,0,1,2,2,0,0,1,1,
201297GD01003,257320,662130,-4.279568,55.831291,97,3,3,1,10/03/2012,7,23:40:00,926,S12000043,3,77,6,30,0,-1,-1,0,0,5,4,1,1,0,0,1,1,
201297GD01004,258200,661560,-4.265233,55.826433,97,3,2,1,17/04/2012,3,20:15:00,926,S12000043,4,766,3,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GD01009,259070,659720,-4.250402,55.810168,97,3,1,1,17/09/2012,2,12:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GD01102,256900,661480,-4.285925,55.825331,97,3,2,1,08/02/2012,4,10:00:00,926,S12000043,6,0,2,30,3,4,3,77,0,0,1,1,2,0,0,1,2,
201297GD01105,260380,659540,-4.229424,55.808932,97,3,1,1,13/05/2012,1,18:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,5,2,0,0,1,1,
201297GD01106,259270,659570,-4.247136,55.80888,97,2,1,3,26/06/2012,3,08:45:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GD01108,259440,659390,-4.244333,55.807313,97,3,1,1,13/08/2012,2,21:00:00,926,S12000043,6,0,6,20,3,4,6,0,0,0,4,1,1,0,0,1,1,
201297GD01206,259290,661910,-4.248029,55.829894,97,3,1,1,27/06/2012,4,16:40:00,926,S12000043,3,728,3,30,0,-1,-1,0,0,5,1,1,2,0,0,1,1,
201297GD01208,258170,661630,-4.265748,55.827053,97,3,2,1,18/08/2012,7,16:10:00,926,S12000043,4,768,6,30,6,2,4,766,0,4,1,1,1,0,0,1,1,
201297GD01303,258670,661370,-4.257638,55.824865,97,3,1,2,14/03/2012,4,16:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,1,1,1,0,0,1,1,
201297GD01304,260180,660490,-4.233101,55.817404,97,3,2,1,26/04/2012,5,08:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GD01307,259620,659700,-4.241623,55.810149,97,3,4,1,19/07/2012,5,16:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297GD01308,260260,660420,-4.231789,55.816799,97,3,3,1,19/08/2012,1,14:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GD01310,260150,660700,-4.233687,55.819281,97,3,1,1,11/10/2012,5,14:30:00,926,S12000043,6,0,3,30,3,4,4,762,0,4,1,2,2,0,0,1,2,
201297GD01311,259070,660510,-4.250812,55.817261,97,3,3,2,19/11/2012,2,09:40:00,926,S12000043,4,766,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297GD01409,259340,660360,-4.246429,55.815993,97,2,1,1,28/09/2012,6,15:25:00,926,S12000043,4,766,3,30,0,-1,-1,0,1,4,1,1,2,0,0,1,2,
201297GD01411,259340,660340,-4.246418,55.815813,97,3,2,1,24/11/2012,7,10:00:00,926,S12000043,4,766,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297GD01412,257830,661720,-4.271218,55.827761,97,3,2,1,18/12/2012,3,21:05:00,926,S12000043,6,0,1,30,1,4,6,0,0,0,4,1,1,0,0,1,1,
201297GD01501,257570,661950,-4.275486,55.829749,97,3,1,1,18/01/2012,4,19:00:00,926,S12000043,4,768,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297GD01512,260230,658820,-4.231445,55.802425,97,3,1,1,19/12/2012,4,12:25:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,2,2,5,0,1,1,
201297GD01605,257700,659620,-4.272192,55.808868,97,3,2,2,23/05/2012,4,15:10:00,926,S12000043,4,767,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,
201297GD01609,256950,661630,-4.285207,55.826693,97,2,2,1,25/09/2012,3,16:00:00,926,S12000043,3,77,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,
201297GD01702,261330,660190,-4.214609,55.815042,97,3,2,1,08/02/2012,4,18:30:00,926,S12000043,6,0,6,30,3,2,6,0,0,5,4,1,1,0,0,1,2,
201297GD01704,258300,661960,-4.263847,55.830054,97,3,1,1,26/04/2012,5,14:45:00,926,S12000043,6,0,3,30,6,4,6,0,0,5,1,1,1,0,0,1,1,
201297GD01707,258310,661930,-4.263671,55.829787,97,2,2,1,27/07/2012,6,17:30:00,926,S12000043,3,728,6,30,6,2,6,0,0,4,1,1,1,0,0,1,1,
201297GD01709,259970,657140,-4.234726,55.787266,97,3,1,1,30/09/2012,1,16:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,7,2,1,
201297GD01711,256910,661480,-4.285766,55.825334,97,2,2,1,26/11/2012,2,16:10:00,926,S12000043,6,0,2,30,3,4,3,77,0,0,1,1,1,0,0,1,2,
201297GD01801,260640,657640,-4.224306,55.791949,97,3,2,2,26/01/2012,5,15:50:00,926,S12000043,4,759,6,60,9,4,6,0,0,0,1,3,3,0,0,2,1,
201297GD01807,259320,661740,-4.247462,55.828377,97,3,1,3,05/07/2012,5,09:00:00,926,S12000043,3,729,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297GD01811,260520,659860,-4.227356,55.811846,97,3,2,1,26/11/2012,2,07:50:00,926,S12000043,6,0,6,30,3,4,6,0,2,4,4,9,1,0,0,1,2,
201297GD01903,260580,657670,-4.225277,55.792201,97,3,1,7,24/03/2012,7,05:55:00,926,S12000043,4,759,6,60,3,4,4,759,0,0,1,7,2,4,2,2,1,
201297GD01904,259930,660610,-4.237149,55.818409,97,3,3,1,27/04/2012,6,21:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297GD01908,259060,657360,-4.249339,55.788977,97,3,3,1,29/08/2012,4,16:15:00,926,S12000043,4,766,6,60,9,4,6,0,0,0,1,1,1,0,0,2,1,
201297GD01911,258050,661530,-4.26761,55.82612,97,3,1,1,29/11/2012,5,14:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,4,0,0,1,1,
201297GD02009,258840,662070,-4.25529,55.8312,97,3,2,1,17/09/2012,2,14:40:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297GD02101,257840,661720,-4.271059,55.827764,97,3,1,1,26/01/2012,5,16:50:00,926,S12000043,4,768,6,30,1,4,6,0,0,0,4,3,3,0,0,1,1,
201297GD02105,257070,660750,-4.28283,55.818828,97,3,3,1,29/05/2012,3,17:45:00,926,S12000043,4,762,6,30,6,2,4,672,0,4,1,1,1,0,0,1,1,
201297GD02111,257180,661990,-4.281728,55.829993,97,3,1,1,30/11/2012,6,14:25:00,926,S12000043,3,77,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,
201297GD02212,256600,661090,-4.290504,55.821741,97,3,2,2,09/12/2012,1,16:50:00,926,S12000043,6,0,3,30,6,2,6,0,0,4,1,1,1,0,0,1,2,
201297GD02402,258630,661140,-4.258156,55.822788,97,3,1,1,16/02/2012,5,08:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,
201297GD02410,259420,661300,-4.245639,55.824456,97,3,2,1,26/10/2012,6,18:10:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,
201297GD02505,257150,662100,-4.282264,55.830972,97,3,1,1,19/05/2012,7,18:05:00,926,S12000043,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,
201297GD02510,257070,661510,-4.28323,55.825651,97,3,1,1,19/10/2012,6,14:35:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,5,2,2,0,0,1,2,
201297GD02511,259100,660850,-4.25051,55.820322,97,3,2,1,24/11/2012,7,10:25:00,926,S12000043,4,766,6,60,0,-1,-1,0,0,0,1,1,2,0,0,1,2,
201297GD02701,258700,660670,-4.256795,55.818589,97,3,2,1,31/01/2012,3,12:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GD02710,258240,661690,-4.264663,55.827612,97,3,1,1,30/10/2012,3,15:00:00,926,S12000043,4,768,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297GD02910,260480,660230,-4.228184,55.815156,97,3,1,1,31/10/2012,4,08:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297GD03010,258770,660680,-4.255684,55.818699,97,3,2,2,31/10/2012,4,21:00:00,926,S12000043,4,762,6,30,6,2,6,0,0,0,4,1,1,0,0,1,1,
201297GD03402,257440,661180,-4.277155,55.822798,97,3,2,1,23/02/2012,5,11:20:00,926,S12000043,6,0,6,30,3,4,6,0,0,4,1,1,2,0,0,1,1,
201297GD03502,258570,661730,-4.25942,55.828068,97,3,3,2,25/02/2012,7,09:45:00,926,S12000043,3,728,6,30,6,2,4,768,0,4,1,1,2,0,0,1,1,
201297GD03702,259470,659680,-4.244004,55.809925,97,3,1,1,29/02/2012,4,21:30:00,926,S12000043,6,0,1,30,1,4,4,766,0,0,4,1,1,0,0,1,1,
201297GD70111,260880,658750,-4.221048,55.801984,97,2,1,1,24/11/2012,7,20:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,
201297GE00101,258440,663390,-4.262359,55.842933,97,2,1,1,01/01/2012,1,03:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,4,5,2,0,0,1,1,
201297GE00104,259270,661970,-4.248379,55.830427,97,3,2,1,03/04/2012,3,16:20:00,926,S12000043,4,766,6,30,0,-1,-1,0,0,0,1,1,2,0,0,1,1,
201297GE00109,259310,664190,-4.248891,55.850371,97,3,2,1,07/09/2012,6,09:30:00,926,S12000043,3,74,3,30,6,2,3,78,0,5,1,1,2,0,0,1,1,
201297GE00110,259610,663840,-4.243922,55.847316,97,3,2,3,01/10/2012,2,14:31:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,
201297GE00206,258520,663760,-4.261275,55.846279,97,3,2,1,04/06/2012,2,17:45:00,926,S12000043,3,77,3,30,6,2,6,0,0,5,1,1,1,0,0,1,2,
201297GE00207,256570,663320,-4.29216,55.841753,97,2,1,1,04/07/2012,4,01:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297GE00209,257660,663960,-4.275104,55.847821,97,3,1,1,07/09/2012,6,16:48:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GE00210,257420,662790,-4.278319,55.837246,97,2,2,1,01/10/2012,2,21:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,
201297GE00211,257330,662140,-4.279414,55.831384,97,3,1,1,04/11/2012,1,19:40:00,926,S12000043,3,77,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297GE00302,259130,664500,-4.251925,55.853101,97,3,2,1,03/02/2012,6,13:30:00,926,S12000043,3,730,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,
201297GE00306,257210,662330,-4.281428,55.833054,97,3,3,1,06/06/2012,4,17:45:00,926,S12000043,4,768,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GE00310,258060,662740,-4.268083,55.836986,97,3,3,1,03/10/2012,4,18:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,4,2,2,0,0,1,1,
201297GE00311,259360,661600,-4.246752,55.827132,97,2,2,1,05/11/2012,2,12:30:00,926,S12000043,3,728,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297GE00312,257960,663170,-4.269903,55.840817,97,3,2,2,03/12/2012,2,23:06:00,926,S12000043,6,0,6,30,3,2,6,0,0,5,4,8,4,0,0,1,1,
201297GE00405,256900,661540,-4.285957,55.82587,97,3,1,1,04/05/2012,6,14:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297GE00406,256220,663560,-4.297872,55.843803,97,3,2,1,06/06/2012,4,19:00:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297GE00501,258780,662990,-4.256726,55.839442,97,3,2,1,05/01/2012,5,06:45:00,926,S12000043,6,0,3,30,0,-1,-1,0,0,0,4,5,2,0,0,1,2,
201297GE00502,258690,662510,-4.257912,55.835106,97,3,1,1,07/02/2012,3,19:40:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297GE00507,258720,664580,-4.258511,55.8537,97,3,2,1,05/07/2012,5,21:00:00,926,S12000043,3,77,9,30,9,2,3,8,0,0,1,1,1,0,0,1,1,
201297GE00509,258740,664700,-4.258254,55.854783,97,3,2,1,12/09/2012,4,18:00:00,926,S12000043,3,77,2,30,3,2,6,0,0,5,1,1,1,0,0,1,1,
201297GE00601,259090,664130,-4.252371,55.849768,97,3,2,2,05/01/2012,5,17:10:00,926,S12000043,3,728,3,30,6,2,6,0,0,5,4,1,1,0,0,1,1,
201297GE00603,258740,662700,-4.257213,55.836827,97,3,1,1,06/03/2012,3,10:55:00,926,S12000043,6,0,6,30,6,4,3,728,0,4,1,1,1,0,0,1,1,
201297GE00604,256380,662730,-4.29488,55.836399,97,3,1,1,09/04/2012,2,22:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,5,2,2,0,0,1,1,
201297GE00607,258890,662310,-4.254617,55.833369,97,3,2,1,07/07/2012,7,19:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GE00608,258260,662690,-4.264866,55.836596,97,3,1,1,06/08/2012,2,12:45:00,926,S12000043,6,0,3,30,9,4,6,0,0,5,1,2,2,0,0,1,1,
201297GE00709,258180,662350,-4.265964,55.83352,97,3,2,1,13/09/2012,5,16:10:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,
201297GE00710,258670,664470,-4.259252,55.852697,97,3,2,1,04/10/2012,5,08:30:00,926,S12000043,3,77,3,30,3,2,3,8,0,4,1,1,1,0,0,1,2,
201297GE00807,258210,662460,-4.265543,55.834516,97,3,1,1,09/07/2012,2,17:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297GE00808,258690,664480,-4.258938,55.852793,97,3,2,3,05/08/2012,1,14:40:00,926,S12000043,3,8,2,30,6,2,3,77,0,5,1,2,2,0,0,1,1,
201297GE00810,259770,661780,-4.240305,55.828867,97,3,1,1,11/10/2012,5,19:20:00,926,S12000043,4,768,3,30,3,4,6,0,0,0,4,2,2,0,0,1,2,
201297GE00901,256220,663560,-4.297872,55.843803,97,2,1,5,10/01/2012,3,16:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297GE00908,258060,663490,-4.268475,55.84372,97,3,2,1,09/08/2012,5,16:50:00,926,S12000043,6,0,6,30,6,2,6,0,0,5,1,1,1,1,0,1,1,
201297GE00910,259210,662540,-4.249631,55.835527,97,3,2,2,11/10/2012,5,14:40:00,926,S12000043,6,0,6,30,3,4,4,783,0,0,1,2,2,0,0,1,1,
201297GE01007,258190,662420,-4.265841,55.834151,97,2,2,3,10/07/2012,3,17:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,2,2,0,0,1,1,
201297GE01011,258790,662500,-4.256311,55.835046,97,3,2,1,11/11/2012,1,07:47:00,926,S12000043,6,0,2,30,6,2,6,0,0,4,1,1,1,0,0,1,2,
201297GE01101,256060,662650,-4.299942,55.835585,97,2,1,2,14/01/2012,7,20:15:00,926,S12000043,4,769,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297GE01103,258220,663150,-4.265744,55.840714,97,2,1,1,06/03/2012,3,20:30:00,926,S12000043,3,77,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,
201297GE01112,258060,662890,-4.268161,55.838333,97,3,2,1,10/12/2012,2,17:55:00,926,S12000043,3,77,6,30,9,2,-1,-1,0,4,4,1,1,0,0,1,1,
201297GE01201,258560,662450,-4.259954,55.834529,97,2,1,1,16/01/2012,2,15:15:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GE01301,258260,662710,-4.264876,55.836776,97,3,1,1,10/01/2012,3,09:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,2,
201297GE01302,259430,662370,-4.246034,55.834065,97,2,2,1,16/02/2012,5,17:50:00,926,S12000043,4,763,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,
201297GE01304,258670,662660,-4.258309,55.836447,97,2,1,1,16/04/2012,2,18:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,
201297GE01307,258640,664260,-4.259621,55.850803,97,3,2,1,14/07/2012,7,02:15:00,926,S12000043,3,77,6,30,3,4,6,0,0,5,4,1,1,0,0,1,1,
201297GE01308,259720,662990,-4.241728,55.839716,97,3,2,1,12/08/2012,1,13:35:00,926,S12000043,3,730,3,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297GE01309,259400,661760,-4.246196,55.82858,97,3,2,1,22/09/2012,7,13:40:00,926,S12000043,4,768,6,30,0,-1,-1,0,0,5,1,1,1,0,0,1,1,
201297GE01310,258340,662420,-4.263448,55.834195,97,3,2,2,15/10/2012,2,16:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,8,1,0,0,1,1,
201297GE01405,259510,662480,-4.244814,55.835076,97,3,2,1,16/05/2012,4,20:10:00,926,S12000043,4,763,6,30,3,2,4,763,0,0,1,1,1,1,0,1,1,
201297GE01409,258680,664440,-4.259076,55.852431,97,2,2,1,23/09/2012,1,00:30:00,926,S12000043,3,77,6,30,6,2,3,8,0,4,4,1,1,0,0,1,1,
201297GE01410,259290,664220,-4.249226,55.850634,97,3,2,3,17/10/2012,4,15:00:00,926,S12000043,3,728,3,30,6,2,3,74,0,4,1,2,2,0,0,1,1,
201297GE01504,257100,661990,-4.283004,55.829969,97,3,1,1,19/04/2012,5,15:10:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,
201297GE01509,257960,663520,-4.270086,55.843959,97,2,1,1,23/09/2012,1,23:00:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,
201297GE01510,257430,662790,-4.27816,55.837249,97,3,3,2,17/10/2012,4,14:15:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,3,0,1,1,
201297GE01605,258060,662880,-4.268156,55.838243,97,3,2,1,19/05/2012,7,17:10:00,926,S12000043,3,77,6,30,6,4,4,763,0,5,1,1,1,0,0,1,1,
201297GE01608,260270,661550,-4.232211,55.826947,97,3,2,1,11/08/2012,7,18:45:00,926,S12000043,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,
201297GE01612,258520,663780,-4.261286,55.846458,97,3,2,1,16/12/2012,1,14:55:00,926,S12000043,3,77,6,30,6,2,6,0,0,0,1,1,2,0,0,1,1,
201297GE01701,258510,663760,-4.261435,55.846276,97,3,2,2,19/01/2012,5,17:05:00,926,S12000043,3,77,6,30,6,2,6,0,0,5,4,2,2,0,0,1,1,
201297GE01702,259100,663720,-4.251999,55.84609,97,3,2,1,20/02/2012,2,15:50:00,926,S12000043,6,0,2,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297GE01706,258330,662990,-4.263905,55.83931,97,3,2,1,22/06/2012,6,17:00:00,926,S12000043,6,0,6,30,3,4,6,0,2,4,1,2,2,0,0,1,1,
201297GE01711,258050,662860,-4.268305,55.83806,97,2,2,1,20/11/2012,3,13:00:00,926,S12000043,3,77,6,30,0,-1,-1,0,0,5,1,2,2,0,0,1,1,
201297GE01801,258220,663150,-4.265744,55.840714,97,3,1,1,20/01/2012,6,19:30:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,2,2,0,0,1,1,
201297GE01802,258450,663450,-4.262231,55.843475,97,2,2,1,20/02/2012,2,14:15:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,1,2,2,4,0,1,1,
201297GE01806,258260,662700,-4.264871,55.836686,97,3,2,2,27/06/2012,4,23:30:00,926,S12000043,6,0,6,30,6,2,6,0,0,4,4,1,1,0,0,1,1,
201297GE01807,258290,662830,-4.26446,55.837862,97,3,2,1,19/07/2012,5,06:05:00,926,S12000043,6,0,6,30,6,2,6,0,0,5,1,1,2,0,0,1,1,
201297GE01808,258820,662350,-4.255755,55.833708,97,3,2,1,16/08/2012,5,15:50:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,
201297GE01809,259080,664410,-4.252677,55.852279,97,3,2,1,17/09/2012,2,19:10:00,926,S12000043,3,730,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,
201297GE01811,258820,662260,-4.255708,55.8329,97,3,2,1,19/11/2012,2,17:20:00,926,S12000043,6,0,6,30,6,4,6,0,0,4,4,2,2,0,0,1,2,
201297GE01903,256330,663160,-4.295905,55.840245,97,3,2,2,16/03/2012,6,16:30:00,926,S12000043,6,0,6,30,6,4,6,0,0,0,1,2,2,0,0,1,1,
201297GE01904,259510,662470,-4.244809,55.834986,97,3,2,1,21/04/2012,7,14:00:00,926,S12000043,4,783,6,30,3,2,4,783,0,5,1,2,2,0,0,1,1,
201297GE01905,257570,663410,-4.276252,55.842857,97,3,2,3,23/05/2012,4,14:45:00,926,S12000043,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,
201297GE01906,256830,662490,-4.287574,55.834378,97,3,2,1,25/06/2012,2,19:21:00,926,S12000043,4,768,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,
201297GE01910,259830,662830,-4.23989,55.838312,97,3,2,1,11/10/2012,5,16:30:00,926,S12000043,3,730,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,2,
201297GE01911,256260,662480,-4.296662,55.834119,97,3,1,1,28/11/2012,4,19:00:00,926,S12000043,6,0,3,40,0,-1,-1,0,0,0,4,1,1,0,0,1,1,
201297GE01912,258550,662090,-4.259926,55.831294,97,3,1,1,18/12/2012,3,19:50:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,
201297GE02001,258230,662570,-4.265282,55.83551,97,2,1,1,20/01/2012,6,21:25:00,926,S12000043,6,0,6,30,0,-1,-1,0,0,4,4,5,2,0,0,1,1,
